class_alegria,class_desgosto,class_medo,class_raiva,class_surpresa,class_tristeza,class_neutro,texto
1,0,0,0,0,0,1,"Prefeito aumenta salário de servidores em Cachoeiro, Sul do ES. Decisão foi publicada no Diário Oficial, na última terça-feira (11). Até dezembro, o aumento na folha é de aproximadamente R$370 mil."
0,1,0,0,0,0,1,"G8 deve dar urgência à reforma do FMI, diz autoridade do fundo: Ministro se disse preocupado com desaceleração do senso de urgência. Autoridades financeiras se reúnem neste sábado (13) na Itália."
0,1,0,0,0,0,1,"Garotinho diz não ter desistido de ser presidente: Ele diz que focará no Rio num primeiro momento, no entanto. O ex-governador declarou também total apoio à Dilma, se for candidata."
0,1,1,0,0,0,0,"Tensão em Boston: polícia cerca quarteirões em busca de terrorista. Nas outras regiões da cidade, ruas vazias: pessoas ficam em casa para evitar correr risco"
0,0,1,0,1,0,1,"Site do Kremlin é atingido por ataque 'poderoso'. Hackers derrubaram o site da Presidência e do banco central. Governo não informou quem acredita estar por trás do ataque."
1,1,0,0,0,1,0,"Criança nasce dentro de carro da Polícia Militar em Lauro de Freitas. Segundo PM, mulher foi encontrada caída na rua, em trabalho de parto. Caso foi registrado na localidade Cají/Caixa D'Água, no bairro de Itinga."
0,0,0,0,0,0,1,"‘Brasil poderá ter uma presidente mulher’, diz Dilma: Declaração foi dada após encontro com Michelle Bachelet em SP. ‘A sociedade está madura para isso’, disse a ministra."
0,0,0,0,0,1,0,"50 soldados sírios morrem em explosão de carro-bomba, diz grupo ativista. Pelo menos 50 pessoas ligadas ao governo do presidente da Síria, Bashar Al Assad, morreram nesta semana."
0,1,0,0,0,1,1,"Com toque de recolher, tailandeses terão de ver jogos da Copa em casa. País sofreu golpe militar em maio. Novo governo suspendeu exibição do Mundial em telões em locais públicos."
0,1,0,0,0,1,0,"Chuvas já atingiram cerca de 80 mil pessoas no Ceará: Do total, 11.383 estão desalojadas e 5.498 estão desabrigadas. Chuva danificou 1.543 casas e destruiu 461 em todo o estado."
0,1,0,0,0,1,0,"Trabalhadores do transporte intermunicipal continuam em greve. Ônibus estão parados na br-135 e exigem melhorias salariais. Greve acontece desde a noite de domingo (18)."
1,0,0,0,0,0,1,"Indústria do Japão tem maior crescimento em 56 anos: Setor cresceu 8,3% no 2º trimestre na comparação com o anterior. Japão entrou em recessão no segundo trimestre de 2008."
0,0,0,0,0,0,1,"Presidente mexicano assina decreto para mudar nome do país. A uma semana de deixar o poder, o presidente mexicano, Felipe Calderón, assinou decreto para alterar a Constituição, substituindo o nome do país de Estados Unidos Mexicanos para, simplesmente, México."
0,0,0,0,0,0,1,"Juiz de Fora recebe 'Encontros empresariais' em maio e junho. Ação orienta sobre formalização e administração de empresas. Estão programadas orientações em diversos bairros da cidade."
1,0,0,0,0,0,1,"Escritório dos EUA em Porto Alegre começará a funcionar na quarta-feira. Expectativa é que 30 mil pessoas sejam atendidas nos primeiros 12 meses. Centro de Atendimento deverá facilitar processo de solicitação de vistos."
0,0,0,0,1,0,1,"Pato de borracha gigante aparece no rio Tâmisa, em Londres. Figura de 15 m foi usada para promover empresa de jogos online. Tower Bridge foi erguida para que pato atravessasse."
0,1,0,1,1,0,0,"Golpe do bilhete premiado leva 4 para a cadeia no PR: Foram apreendidos celulares, dinheiro e cartões da Mega-Sena. Polícia continua investigações para descobrir vítimas do grupo."
0,1,0,0,0,1,1,"Frade francês tem proteção policial 24 horas por dia no Pará: Religioso diz que governo brasileiro não tem 'infraestrutura' para impedir conflitos de terra."
0,0,1,0,1,0,0,"Bactérias resistentes 'ameaçam mais que aquecimento global'. O aumento de infecções resistentes a medicamentos é comparável à ameaça do aquecimento global, de acordo com a principal autoridade de Saúde da Inglaterra."
0,0,0,0,1,0,1,"Caranguejo vai parar em pizza no Maranhão: Nesta sexta-feira (10) será comemorado o Dia da Pizza. Receita maranhense ficou em 7º lugar em competição entre pizzarias."
0,0,0,0,0,0,1,"Senado autoriza governo a pedir garantia de empregos para empréstimos: Proposta foi incluída na MP que capitaliza o BNDES em R$ 100 bilhões. Texto segue para a sanção do presidente Luiz Inácio Lula da Silva."
0,0,1,0,0,0,1,"Empresários esperam investir mais em 2014, mostra pesquisa. Otimismo está acompanhado, porém, de uma preocupação relacionada às condições climáticas e aos efeitos que possíveis desabastecimentos de água e luz podem causar à economia"
0,0,1,0,0,1,0,"Tempestades matam 2 e deixam milhares sem energia nos EUA. Duas pessoas morreram nos Estados Unidos e mais de 100 mil casas e empresas nos Estados de Nova York, Ohio e Pensilvânia ficaram sem energia elétrica na manhã desta sexta-feira."
0,1,1,0,0,1,0,"Homem confessa que matou a própria família em Penha. Luiz Carlos Flores, 38 anos estava sob efeito da droga quando matou o pai, a mãe, a irmã e o sobrinho de 10 anos a marteladas. A chacina ocorreu na noite de sexta, no Bairro Armação."
0,0,0,0,1,1,0,"Estudante queimada em sessão de bronzeamento recebe alta, em Goiás. Mãe comemora recuperação: 'Ela está bem emocionalmente, animada'. Treze mulheres se queimaram ao passar óleo de coco com canela, em Jataí."
0,0,0,0,0,0,1,"Distribuição gratuita de camisinhas bate recorde no Brasil: Governo diz que 406 milhões de unidades foram distribuídas em um ano. Ministério da Saúde anuncia que pode entregar número ainda maior."
1,1,0,0,0,1,0,"PRF apreende cocaína escondida em painel de carro: Dupla foi presa após ultrapassagem em local proibido em Cuiabá. Segundo a polícia, eles levariam a droga para Uberlândia (MG)."
0,0,1,0,0,1,0,"Dois bombardeios matam 17 pessoas no Paquistão. Dois bombardeios em duas áreas diferentes do Paquistão mataram 17 pessoas e feriram dezenas nesta sexta-feira."
0,0,0,0,0,0,1,"Vídeo flagra momento em que paciente para de respirar durante sono. 'Homem internado em clínica britânica sofre de apneia obstrutiva do sono."
0,1,0,0,1,1,0,"Onça obesa terá a pata operada em Guarulhos: Objetivo é reabilitar a pata com o implante de fios cirúrgicos. Animal rompeu ligamento por causa de sedentarismo e obesidade."
0,1,0,0,0,1,0,"Ex-boxeador Hector Camacho é baleado no rosto em Porto Rico. Ex-atleta de 50 anos está internado em estado grave"
0,0,1,0,0,0,0,"Violência torna Lomba Grande um bairro com medo. Comunidade na área rural de Novo Hamburgo está apreensiva com o aumento de roubos à mão armada. Criminalidade já mudou rotina da região."
0,1,0,0,0,0,0,"Drogas e celulares são apreendidos em unidade socioeducativa de Cuiabá. Revista na unidade de internação foi feita após indícios de irregularidades. Também foram encontrados chips e carregadores de celular, segundo Sejudh."
1,0,0,0,1,0,0,"Frio não afasta alunos de piscina em Curitiba: Piscinas aquecidas recebem 800 pessoas por dia, segundo prefeitura. Professor diz que alunos passaram por 'adaptação' no início das atividades."
0,1,0,0,0,0,1,"Santander: IBC-Br melhor não é tendência para o ano. O resultado forte do Índice de Atividade Econômica do Banco Central (IBC-Br) de janeiro não deverá ser repetido ao longo do ano, avalia a economista Tatiana Pinheiro, do Banco Santander."
0,0,0,0,1,0,0,"Canadense é condenado por morder cadela de estimação. Ronald Samuel pegou 40 horas de serviço comunitário. Ele foi flagrado em setembro mordendo sua cadela 'Jazzy'."
0,0,1,0,0,0,0,"Camundongos atacam idosos em asilo na Austrália: Veterano de guerra teve ferimentos no rosto, no pescoço e nas orelhas."
1,0,0,0,0,0,0,"Candidatos aprovados em concurso do HUUFMA são convocados. Ao todo, foram convocados 280 profissionais. Candidatos deverão se apresentar no período de 21 a 23 de maio."
0,1,0,0,1,0,0,"Presos fogem e deixam recado para que celas sejam 'reforçadas' na Bahia. De acordo com a polícia, 14 homens fugiram na tarde desta terça-feira (11). Unidade tem capacidade para 16 presos, mas abrigava 35 no momento."
0,0,0,0,0,0,1,"Miss Tocantins pesca, caça e participa de clube de tiro: Natália Araújo Bichuete, 18 anos, pretende estudar arquitetura. Candidatas disputam final de concurso de beleza no próximo sábado (9)."
0,0,0,0,1,1,0,"Divórcio prejudica saúde por longo tempo, diz estudo: Pesquisa sugere que pessoas que se separaram têm mais tendência de desenvolver doenças crônicas."
0,0,0,0,1,1,0,"Britânica diz ter visto avião em chamas sobre o Índico. Aeronave com 239 pessoas a bordo desapareceu em 8 de março. Autoridades australianas investigam depoimento de navegadora."
0,0,0,0,0,0,1,"Kraft Foods registra lucro 10% maior no trimestre: Ganho líquido foi de US$ 660 milhões. Receitas líquidas caíram 6,5% entre janeiro e março."
0,0,1,0,1,0,0,"Nova gripe já contaminou 7.520 pessoas em 34 países, segundo a OMS: Estados Unidos são o país com maior número de casos: 4.298. Agência da ONU diz que o pior pode ainda não ter passado."
0,1,0,0,0,0,0,"Lavrov: não há visão comum sobre Crimeia. O ministro das Relações Exteriores da Rússia, Sergey Lavrov, disse que as diferenças entre Moscou e os Estados Unidos sobre a crise na Ucrânia persistem, mesmo após as negociações em Londres."
0,0,1,0,0,1,0,"Destroços indicam possível desintegração de Airbus: Especialistas em aviação dizem não haver evidência de fogo ou explosão. Ao todo, 37 peças do avião foram encontradas no oceano."
0,0,1,0,0,1,0,"Para Anistia, crescimento não ajudou direitos humanos no Brasil: Crise econômica mundial deve piorar situação, diz analista. Entidade divulgou seu relatório anual sobre direitos humanos no mundo."
1,0,0,0,0,0,0,"Grêmio empata sem gols com Newell´s e segue na ponta. Partida realizada em Porto Alegre fez com que time gaúcho alcançasse os sete pontos contra quatro do adversário"
0,0,0,0,1,0,1,"Famoso busto de rainha egípcia na verdade é cópia moderna, diz historiador: Pesquisador suíço achou sinais de que se trata de réplica do século XX. Réplica teria sido produzida por arqueólogo para testar tintas antigas."
0,0,0,0,1,0,1,"Sonda revela segredos da superfície vulcânica de Mercúrio: Espaçonave Messenger, da Nasa, fez segundo sobrevoo do planeta. Resultados trazem dados de composição e campo magnético do astro."
0,0,0,1,1,1,0,"Suspeito de matar 58 animais com crueldade é preso na Alemanha: Polícia de Dortmund havia criado força-tarefa para investigar assassinatos em série iniciados no ano passado."
0,0,1,0,0,1,0,"Carreta apresenta falha mecânica e tomba em Joaquim Gomes. Peça se desprendeu do veículo e motorista perdeu o controle do veículo. Condutor sofreu ferimentos leves. acidente ocorreu na BR-101"
0,1,1,1,1,0,0,"PRF flagra menina de 12 anos dirigindo picape em rodovia gaúcha: Segundo os policiais, jovem estava acompanhada da mãe em São Borja. Carro foi retido e a mãe autuada por deixar um menor de 18 anos dirigir."
0,1,0,0,0,1,0,"TRF suspende retirada de índios kaiowá de terras em MS: Desembargadora concedeu prazo de 90 dias para Funai e Funasa. Instituições devem realizar estudos para retirar das famílias."
0,0,1,0,0,1,0,"Jovem filma trem se chocando com caminhão de melancia nos EUA. Austin Broderick registrou momento que em que trem atingiu veículo. 'Parecia que tudo estava em câmera lenta', disse o rapaz na Flórida."
0,1,1,0,0,0,0,"PF e Força Nacional começam operação de retirada de não índios da Raposa: Prazo para saída de produtores de arroz da área acabou na quinta. Desembargador disse que força só será usada caso haja resistência."
0,0,1,0,0,1,0,"Aumenta número de mortos em assaltos relacionados a bancos, segundo a Contraf. Tipo de crime mais comum continua sendo a chamada saidinha de banco."
0,1,1,0,0,0,0,"PRE apreende maconha, armas e dinheiro na PA-150. Dois quilos de maconha foram encontrados com suspeito. Homem foi preso e encaminhado para a delegacia para prestar depoimento."
1,0,0,0,1,0,0,"Contribuintes já podem pedir devolução de IR descontado de férias vendidas: Para obter restituição, é necessário retificar declarações antigas. O total a ser devolvido pode chegar a R$ 2 bilhões."
1,1,0,0,0,0,0,"China pressiona países ricos por cortes de CO2 em Copenhague: País firmou com EUA acordo de cooperação na área de mudança climática. Mas entendimento não inclui ainda metas específicas."
0,1,0,0,0,0,0,"Em 4 dias, base de fiscalização apreende 45 caminhões de madeira ilegal em RO: Ibama, PF e PRF reforçaram vigilância em posto em rodovia. Estrada liga Rondônia ao centro-sul do país."
1,1,0,0,0,1,0,"Decisão de libertar soldado refém do Talibã foi unânime, diz Pentágono. Chuck Hagel disse que se considerou que vida do refém estava em perigo. Soldado foi solto cinco anos após ser capturado no Afeganistão."
0,1,0,0,0,1,0,"Francês sequestrado desde 2011 aparece em vídeo em canal árabe. Serge Lazarevic foi sequestrado em novembro de 2011 no Mali. Ele pede a Hollande para que faça algo para a sua libertação."
0,0,0,0,1,0,1,"Cão que passa roupa é destaque em show de talentos: Concurso britânico reúne animais de estimação que jogam hockey e dançam."
1,0,0,0,1,0,0,"Menina britânica que ganhou direito de morrer é operada: Jovem mudou de ideia e foi submetida a transplante de coração em Londres."
0,0,1,0,0,1,0,"Laboratório confirma que botulismo matou menina de 6 anos em AL: Lacen divulgou resultado positivo de testes na manhã desta terça-feira. Uma criança e dois adolescentes continuam internados na UTI."
0,1,0,0,0,0,0,"Supermercados dizem que deixarão de comprar carne de desmatadores: Empresas atendem a pedido do Ministério Público Federal. Pelo menos 21 fazendas embargadas pelo Ibama vendem carne no Pará."
0,1,0,0,1,0,0,"Pistorius volta a passar mal durante julgamento. Atleta sul-africano vomitou durante o nono dia de seu julgamento. Ele responde pela morte da namorada, Reeva Steenkamp."
0,0,0,0,0,0,1,"Barack Obama e Mitt Romney: a incógnita das eleições americanas. Pelo equilíbrio entre os dois candidatos e pelas diferentes propostas em meio à crise, os americanos dizem amanhã se querem mais Obama ou se rejeitam o seu governo."
0,0,1,0,0,1,0,"Casos da nova gripe chegam a 898 em 18 países, diz OMS: Número de mortos permanece 20, segundo entidade. México e EUA seguem como principais focos do vírus."
0,0,0,0,1,0,0,"Competição de salto em distância para sapos reúne dezenas na Croácia. Evento é realizado desde 1975 na cidade de Lokve. 'Frognight' reuniu 37 participantes este ano."
0,1,0,0,0,0,0,"Presidente do Senado reconhece recebimento irregular de auxílio-moradia: José Sarney recebe desde o ano passado mesmo tendo imóvel no DF. Ele mandou cancelar seu benefício e prometeu novas regras."
0,0,1,0,0,0,0,"Vazamento de gás mata uma pessoa em São Paulo. A construção onde os produtos químicos estavam não desmoronou, mas uma equipe da Defesa Civil avalia se a estrutura do prédio ficou danificada"
0,0,0,0,1,0,0,"Posto de combustíveis sem bombas pega motoristas de surpresa em SP. Local teve atividade revogada por vender combustível fora dos padrões. No entanto, estabelecimento segue funcionando com loja de conveniência."
0,1,0,0,0,1,0,"Igreja Católica atua por reserva indígena em Roraima: Bispo da Diocese de Roraima incentivou briga pela demarcação. Produtores rurais dizem que ele foi responsável pela quebra da harmonia."
0,1,0,0,0,0,0,"Substituto de Fausto De Sanctis libera venda de gado do Opportunity: Antes de sair de férias, juiz do caso determinou sequestro de gado. PF aponta lavagem de dinheiro do grupo de Daniel Dantas em fazendas."
0,0,0,0,0,1,0,"Trabalhadores madrugam em fila para seguro desemprego em Porto Velho. Posto do Ministério do Trabalho distribui apenas 30 senhas por dia. Trabalhadores chegam de madrugada para tentar atendimento que inicia às 8."
0,0,1,0,1,0,0,"Sucuri de 8 metros é flagrada após comer uma capivara: Cobra virou atração para moradores de São José do Rio Claro (MT). Ela foi encontrada em um riacho perto de uma fazenda na cidade."
0,0,0,0,0,0,1,"PMDB e PT indicam líderes do governo para CPI da Petrobras: Romero Jucá (PMDB-RR) e Ideli Salvatti (PT-SC) foram indicados. Aloízio Mercadante (SP), líder do PT, ficou de fora."
0,0,0,0,0,1,0,"Premiê turco condena manifestações após funeral de adolescente. Policial e manifestante morreram em protestos durante funeral. Erdogan acusou autores de protestos de instaurarem o caos no país."
0,0,0,0,0,1,0,"Navio francês retoma as buscas das caixas-pretas do voo 447: 'Pourquoi pas' está na área do desastre e vasculha fundo do mar. Sonar e submarinos ajudam na procura."
0,0,0,0,1,1,0,"Sedação do escritor Luis Fernando Veríssimo é suspensa. A sedação aplicada ao escritor Luis Fernando Verissimo, 76 anos, internado em estado grave desde a última quarta-feira (21), foi suspensa na manhã deste domingo (25)."
0,1,1,0,0,0,0,"Santa Catarina volta a conviver com o medo de ataques. Após meses de calmaria, Santa Catarina volta a conviver com dias de atentados terroristas realizados por criminosos. Foram ao menos 13 ocorrências registradas até as 5 horas da manhã desta sexta-feira."
0,0,0,0,0,0,1,"ONU nomeia outro brasileiro para comandar força de paz no Haiti. General José Luiz Jaborandy Júnior substituirá Edson Leal Pujol. Oficial atuou na Amazônia e até então estava no comando de área no PA."
0,0,1,0,0,0,0,"Chuva causa estragos em Pernambuco e em Mato Grosso do Sul: Em Caruaru, lojas fecharam e parte da vegetação foi arrastada. Em Campo Grande, ventos chegaram a 86 km/h."
0,0,0,0,1,0,1,"Marina se declara para Clara e elas resolvem se afastar. Marina (Tainá Müller) finalmente terá coragaem para se declarar a Clara (Giovanna Antonelli) nos próximos capítulos de Em Família."
0,0,0,0,0,0,1,"Porto Velho assina acordo com consórcio de Jirau: Empresa fará investimentos compensatórios no município. Pendência impedia liberação de licença do Ibama."
0,0,0,0,0,0,1,"Ônibus espacial Endeavour inicia volta para a Terra: Nave desacoplou às 14h26 da Estação Espacial Internacional (ISS). Tripulação instalou equipamentos de pesquisa no complexo orbital."
0,1,0,0,0,1,0,"Número de mortos por conflito religioso em Mianmar chega a 112. As autoridades de Mianmar afirmaram hoje que o número de mortos pela violência sectária entre budistas e muçulmanos da etnia rohingya chegou a 112."
0,1,0,0,0,1,0,"Presos suspeitos de degolar menina de 14 anos que recusou casamento. A polícia afegã prendeu dois homens acusados de decapitar uma adolescente com uma faca em Kunduz, província que fica no norte do Afeganistão."
0,0,0,0,0,1,0,"Malásia diz que imagens de satélite chinês 'não mostravam destroços'. Imagens provocaram esperanças na localização de avião desaparecido. Buscas por aeronave com 239 pessoas entraram no sexto dia."
1,0,0,0,1,0,0,"Carneiros sobrevivem após 23 dias presos na neve. Animais perdidos em região montanhosa na Irlanda do Norte foram encontrados por homem que passeava com cachorro."
0,1,0,0,0,0,1,"Carne bovina apresenta alta de 13% no último ano na RMB, diz Dieese. Segundo o órgão, em abril o aumento foi de 3% em relação a março. Aumento deve continuar no mês de maio de acordo com Dieese."
0,0,0,0,0,0,1,"Sindicato cubano celebra 50 anos da revolução no Dia do Trabalho: Foi comemorado o 'compromisso com o socialismo'. O presidente Raúl Castro comandou o ato principal."
0,1,0,1,0,0,1,"Governistas faltam e instalação da CPI da Petrobras é adiada: Aliados insistem em retomar relatoria da comissão das ONGs Álvaro Dias (PSDB-PR) diz que governo tem o que esconder."
0,1,0,0,0,0,1,"Ex-diretores darão explicações sobre denúncias a senadores: Mesa Diretora vai ouvir Agaciel Maia e João Carlos Zoghbi. Eles são acusados de fraudes em contratos da Casa."
0,0,1,0,0,1,0,"União Europeia detecta 237 novos casos da nova gripe em 24 horas: Reino Unido é o local mais afetado, com 200 novos contágios. Total de pessoas doentes na Europa é de 2.096."
1,0,0,0,1,0,0,"Homem descobre que mulher está viva após desligar aparelhos. Um homem descobriu que sua esposa ainda estava viva, três dias após os aparelhos que a mantinham respirando terem sido supostamente desligados."
0,0,0,0,0,0,1,"Inflação na zona do euro bate recorde de baixa em abril: Taxa foi de 0,6% em abril deste ano frente ao mesmo mês do ano passado. Na comparação com março, alta foi de 0,4%."
0,1,0,1,0,1,0,"Leitora do DF filma esgoto acumulado há dez dias na porta da casa dela. Ela diz que Caesb informou por telefone não ter equipe para resolver caso. Técnicos vão ao local na sexta (14). não há falta de pessoal, afirma Caesb."
0,0,0,0,0,1,0,"Parentes e amigos participam de missa para vítimas do voo 447 na Alemanha: Homenagem aconteceu na igreja Johannes, em Duesseldorf. 26 alemães estavam a bordo do avião, que desapareceu no dia 31/5."
0,1,0,1,1,1,0,"Menores de 2, 3 e 9 anos são assassinados pelo próprio pai em Palmas. Vanderlei de Lima matou as crianças com golpe de faca e disse que o fez por estarem passando necessidade."
0,0,0,0,0,0,1,"Ladrão de banco é detido nos EUA com camiseta que 'previa' sua prisão. Rocky Fisher foi preso após roubar banco e usar dinheiro em cassino. Americano usava roupa com frase que prevendo que 'diversão' iria acabar."
1,0,0,0,1,0,0,"Aos 115 anos, japonês se torna homem que mais viveu, diz Guiness.Jiroemon Kimura completou 115 anos e 253 dias nesta sexta. Ele é a pessoa viva mais velha. recorde de idade atingida é de mulher."
1,0,0,0,0,0,1,"Ney Latorraca melhora e pode deixar CTI na semana que vem. Ator está acordado, sem febre e terá aparelho de respiração artificial removido"
0,0,0,0,0,0,1,"Confiança do consumidor nos EUA cai a 46,6 em julho: Em junho, índice medido pelo Conference Board chegou a 49,3. Taxa de expectativa sobre atividade econômica em 6 meses também caiu."
0,0,0,0,1,0,1,"Raro peixe-cavalo é flagrado nos EUA. Ele foi encontrado em Nags Head, no estado da Carolina do Norte. Com dentes afiados, peixe-cavalo tem hábito de comer a própria espécie."
0,0,0,0,1,1,0,"Hospital da Indonésia atende alunos com nova gripe em ala improvisada: OMS alertou 6ª-feira que crianças em idade escolar são as mais afetadas. Agência da ONU não contabiliza mais notificações ao redor do mundo."
0,0,1,0,1,1,0,"Novo terremoto volta a sacudir região central da Itália: Tremor ocorreu na região de Abruzzos. Área atingida fica próxima à cidade de L'Aquila."
0,0,0,0,0,1,0,"Fãs se despedem de Paulo Goulart no Municipal de SP. Uma fila de dobrar o quarteirão estava armada na manhã desta sexta-feira, 14, na calçada do Teatro Municipal de São Paulo, onde é velado o corpo do ator Paulo Goulart, morto na quinta-feira, 13."
1,0,0,0,1,0,0,"Guardas resgatam bebê-gorila na República Democrática do Congo: Animal de 2 anos foi encontrado dentro de uma bolsa. Um homem foi preso no país africano."
1,0,0,0,1,0,0,"Torcedora de 2 anos canta o hino nacional completo. veja vídeo. Evellyn Miranda aprendeu letra na escola e também recebeu ajuda dos pais. Mãe postou imagens na internet e diz que garota quer tudo verde e amarelo."
1,1,1,0,0,1,0,"Polícia flagra grande quantidade de droga dentro de casa em Camaçari. Homem de 28 anos foi preso suspeito de liderar tráfico de drogas na cidade"
0,0,0,0,0,1,1,"Menino de 10 anos morre em desabamento em Salvador: Segundo a Defesa Civil da capital baiana, outras 8 pessoas ficaram feridas. Engenheiro do órgão está no local para checar as causas do acidente."
0,0,0,1,0,0,0,"Apresentador da BBC admite ter abusado de menores. Stuart Hall, de 83 anos, é um 'predador oportunista' que atraía as jovens antes de agredi-las."
0,0,0,0,0,1,0,"Obama declara área atingida por Sandy como zona de catástrofe. Tempestade já matou 15 pessoas nos Estados Unidos e uma no Canadá."
0,0,0,0,0,1,1,"MT lidera ranking de focos de calor registrados este ano no país. Municípios com a maior parte dos casos são Nova Maringá e Querência. Corpo de Bombeiros deve receber aeronaves para combater incêndios."
0,0,0,0,0,0,1,"Modelo usa pintura corporal para pedir transparência a políticos em Londres: Campanha quer que os eurodeputados abram ao público seus gastos. Eleições para o Parlamento Europeu ocorrem entre 4 e 7 de junho."
0,1,0,0,0,0,1,"Diretor do Senado vai a SP apresentar relatório de atos secretos a Sarney: Haroldo Tajra só aguarda espaço na agenda do presidente do Senado. Relatório deve ser divulgado na próxima segunda-feira (3), em Brasília."
0,0,1,0,1,0,0,"Idosa cai e desmaia em cova coberta por mato no cemitério de Porto Velho. Familiares relataram que não viram o buraco por causa do matagal no local. Semusb diz que Cemitério Santo Antônio deve ser limpo a partir de quarta."
0,1,1,0,0,0,0,"Policial é preso por suspeita de tráfico de drogas em MS: Segundo Polícia Rodoviária, ele levava 149 quilos de maconha. Produto estava em fundo falso de carroceria."
0,0,0,0,0,1,1,"Moradores protestam contra enchentes no Paraná: Grupo ateou fogo a pneus e pedados de madeira em Pinhais. Prefeitura diz que vai atender as famílias afetadas."
0,0,0,0,0,0,1,"Presidente argelino enfrentará cinco candidatos nas presidenciais de abril. Conselho Constitucional validou metade das 12 candidaturas apresentadas. Eleições presidenciais serão realizadas no dia 17 de abril."
0,0,1,0,0,1,0,"Moradores da Barra estão apreensivos com onda de assaltos. Os assaltos a estabelecimentos comerciais na Barra têm deixado moradores e comerciantes locais apreensivos."
0,0,0,0,1,1,0,"Agência alertou que corrosão pode levar Boeing que caiu a despedaçar. Órgão de aviação nos EUA pede inspeção em 777 por risco de rachadura. Quebra de estrutura faz avião parar de enviar dados, dizem especialistas."
1,0,0,0,1,0,0,"Gestantes com vaga temporária não podem ser demitidas. Tribunal Superior do Trabalho modificou súmulas de estabilidade de emprego."
0,0,0,0,0,0,1,"Confira os números sorteados da Mega-Sena: Caixa ainda não informou se houve vencedores. Prêmio do concurso 1.077 é de R$ 30 milhões."
0,0,1,1,0,1,0,"Na França, homem manteve mulher e quatro filhos trancados por anos. Eles foram encontrados dentro de apartamento cheio de sujeira e com paredes tomadas pelo mofo ."
0,1,1,0,0,1,0,"Protesto em SP tem banco depredado. dois são detidos. Uma bomba também foi lançada na multidão, na altura do Masp, o que provocou correria. Não há informações se a bomba foi lançada por PMs ou manifestantes"
0,0,1,0,0,1,1,"Carga de formol vaza após acidente com caminhão em SC: Veículo saiu da pista e tombou no terreno ao lado da BR-101. Segundo polícia, não há risco de contaminação ambiental."
0,0,0,0,0,1,1,"Presidente Lula visita desabrigados pelas enchentes no Piauí: Mais cedo, ele havia sobrevoado áreas mais atingidas. Depois, o presidente segue para visitar áreas afetadas no Maranhão."
0,0,1,0,0,1,0,"Conflito em cidade do leste da Ucrânia força fuga de moradores. Diversas pessoas deixaram Slaviansk nesta segunda após dias de conflitos. Kiev disse que mais de 300 rebeldes foram mortos na região."
0,0,0,0,1,1,0,"PF faz operação contra clonagem de cartões e fraudes pela internet: Mais de 600 policiais participam de ação em 12 estados e no DF. Devem ser cumpridos 139 mandados de prisão e 136 de busca."
0,0,1,0,0,1,0,"Ataque de muçulmanos armados deixa pelo menos 30 mortos na Nigéria. Pelo menos 30 pessoas morreram em um ataque simultâneo em três localidades do norte da Nigéria, que foi supostamente cometido por pastores da etnia muçulmana fulani, informou nesta sexta-feira a imprensa local."
0,0,0,0,0,0,1,"Norte e Nordeste do país têm previsão de chuva: Zona de Convergência Intertropical atua nas duas regiões. Temperaturas estarão em declínio no Rio Grande do Sul."
0,0,0,0,0,1,0,"Hospitalizado desde o início do mês, Niemeyer tem piora na função renal. Arquiteto completará 105 anos no dia 15 de dezembro."
0,0,1,0,0,0,0,"China confirma 25 canadenses em quarentena por conta da nova gripe: Estudantes estão sob observação na cidade de Changchun. Autoridades dizem que é legal, mas governo do Canadá pediu explicações."
0,1,1,0,0,0,0,"EUA e UE podem adotar 'medidas sérias' sobre a Crimeia, diz Kerry. Secretário dos EUA ameaça Rússia se 'não houver sinal' de solução. Putin afirmou que Rússia não é culpada por crise: 'fomos envolvidos'."
0,0,1,0,0,0,0,"Jacaré de 3,5 metros é capturado em quintal de casa no Amazonas. Animal foi encontrado em quintal de residência em Itacoatiara. Corpo de Bombeiros capturou e soltou o animal no Rio Amazonas."
0,0,0,0,1,0,1,"Exame genético fixa dose de remédio para cada paciente: Variantes de DNA indicam como cada organismo lida com medicamento. Teste ajuda pacientes que têm dificuldade com certas drogas."
0,1,1,0,0,0,0,"Assaltante estupra mulher dentro de micro-ônibus no Rio. Com uma arma na boca e em um ônibus que se dirigia ao Centro do Rio pela Avenida Brasil, uma mulher de cerca de 30 anos foi estuprada por um assaltante no fim da tarde da última sexta-feira"
0,0,1,0,0,0,0,"Após morte de menina, duas escolas são interditadas em GO: Exames indicaram que garota tinha hepatite. Suspeita é de que água está contaminada."
0,0,0,0,1,0,1,"Kerry e Lavrov fazem última reunião antes do referendo da Crimeia. Secretário dos EUA e chanceler russo estão reunidos Este é o quarto encontro dos dois em uma semana."
0,1,0,0,0,1,0,"Incêndio atinge área de preservação no RS: Bombeiros demoraram quatro horas para controlar as chamas. Vigia diz que fogo começou após passagem de motoqueiros."
0,0,0,0,0,1,0,"Adolescente morto por PM participou de assalto, diz Polícia Civil do RN. Washington Silva, de 14 anos, foi morto por um policial no dia 10 de maio. Três jovens teriam confirmado que adolescente estava envolvido no assalto."
0,0,0,0,0,0,1,"Reeleito, Obama terá Congresso dividido. Reeleito, o presidente dos Estados Unidos, Barack Obama, governará até 2017. O 44º mandatário norte-americano superou facilmente os 270 votos necessários para ser escolhido pelo Colégio Eleitoral."
